bot (4, 11) is moving: {'action': 'walk', 'direction': 'r'}
bot (5, 11) is moving: {'action': 'walk', 'direction': 'u'}
bot (5, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (6, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (7, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (8, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (9, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (10, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (11, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (12, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (13, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (14, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (15, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (16, 10) is moving: {'action': 'walk', 'direction': 'l'}
bot (9, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (15, 10) is moving: {'action': 'walk', 'direction': 'l'}
bot (10, 10) is moving: {'action': 'walk', 'direction': 'r'}
bot (14, 10) is moving: {'action': 'walk', 'direction': 'l'}
bot (11, 10) is moving: {'action': 'walk', 'direction': 'r'}
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:09 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 80===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:07 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 81===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:05 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 82===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:02 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 83===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:02:00 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 84===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:01:58 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 85===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:01:56 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 86===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:01:54 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 87===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:01:51 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 88===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}} does not have the weapon mshstu001 that it's trying to attack with
Gamestate after (12, 10) attacked with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
0:01:49 left
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}

===============Round 89===============
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/KNXBOY001 is doing attack l
Gamestate before (13, 10) attacks with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Bot {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}} does not have the weapon knxboy001 that it's trying to attack with
Gamestate after (13, 10) attacked with knxboy001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
Executing cmd: /home/k/knxboy001/public_html/genghis/bots/MSHSTU001 is doing attack r
Gamestate before (12, 10) attacks with mshstu001:
{'bots': {'KNXBOY001': {'student_number': 'KNXBOY001', 'default_icon': 'B', 'coins': {'knxboy001': 0, 'mshstu001': 1}}, 'MSHSTU001': {'student_number': 'MSHSTU001', 'default_icon': 'S', 'coins': {'mshstu001': 0}}}, 'ports': {'1': 'MSHSTU001'}, 'self': 'KNXBOY001', 'coins': {'knxboy001': 'b'}}
